FEA Run,Global Fitness
1,2510.7465230671532
2,162.7182516766606
3,33.16706025124279
4,15.042795113202459
5,7.04009784085478
6,4.0115451806397555
7,1.5709816953586135
8,0.9974481365591592
9,0.28550453501337125
10,0.06601482187224073
11,0.023851357622781476
12,0.015194339213840533
13,0.01218830315223878
14,0.0067739446221567684
15,0.005851493388014729
16,0.003967591213395911
17,0.003703200227573217
18,0.002786850775799459
19,0.002786850775799459
20,0.0026631913001221403
21,0.0014961190920125503
22,0.0005874678514758905
23,0.00043206855634335265
24,0.00043206855634335265
25,0.00043206855634335265
26,0.00043206855634335265
27,0.00043206855634335265
28,0.00043121103072321534
29,0.00043121103072321534
30,0.0003798072120898956
31,0.0003061349854142178
32,0.0002756595741640263
33,0.0002756595741640263
34,0.00027564365113114055
35,0.00027564365113114055
36,0.00027564365113114055
37,0.00027564365113114055
38,0.00024101103749352729
39,0.00023935195140874078
40,0.00023496528491671
41,0.0002265375269063249
42,0.0002265375269063249
43,0.0002223534249140412
44,0.0002223534249140412
45,0.0002083350661677511
46,0.0002083350661677511
47,0.00019708660910944427
48,0.00011269373503758921
49,0.00011269373503758921
50,0.00011269373503758921
