x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,target
-0.45329696548479426,-2.4770297842641336,-1.6367915674684608,3.7583313091868877,2.4011528120026577,-0.019620672944151263,1.457648553025816,-2.880634375057712,0.9770087768339968,3.3649508171670988,38561.16996949608
-0.47620045797923893,-2.8452955778285003,-1.2504561206949774,4.247645809427645,3.1065530538234274,-2.3088230542488106,3.9045537845920713,2.4260524110575314,4.720540486671684,-3.617854679223181,108057.31770271444
1.6767099715944411,-2.4226818290631593,-1.0929111746206823,1.3699712367978139,3.6941786815214863,-2.739898418370478,-0.7994967763097534,-3.5190171186038466,-2.4290341673262232,1.5958061248447253,59197.11914514933
-3.960743193253919,4.364382297066305,4.335303288276544,2.211816804842192,0.4189639764274391,-0.25969537997224545,-3.663429397440112,-3.2530181663703344,2.5051084411894804,-2.1749166302295473,96615.47688109882
2.1743184195151564,-3.068363603787804,-3.8172586922474627,-2.6203571319258523,2.1303527183692825,4.053234165346645,-2.2493617003126167,2.9884973511073234,0.7394213447877611,2.1560428583609417,95102.07651428769
2.063828008874621,2.2628482288196885,-2.341947168809774,-3.196535233951984,-1.8908801700291713,2.156180529770575,0.2561543060771747,4.726229241296467,-0.45755299176654773,-1.494188411156319,54389.454594749914
4.745582482574559,3.4537350487761405,3.5627275938987433,4.922296079934851,0.24547238620003942,4.563223461525961,-1.4345260069306494,-2.4437933904088394,1.6923653923814292,3.966010472745653,51755.75734577472
3.014015534964516,-1.8616886982660286,0.45590154956338313,4.650255647613061,-3.3769112284549636,4.6857206624592465,-2.6104689652926227,-3.983932900462421,2.48710504764514,-2.675638966576623,110364.94050847767
4.362599811189897,-3.356971292905478,-0.5187912023217089,-3.305259101375822,1.486880052756037,-3.076065679175647,-3.1598285325328277,3.264527782653297,-1.0488438706523344,2.0450403374512476,87557.34594118509
2.878738023155054,2.8525552149071736,1.2122017384451294,2.835332881120271,-0.5975685248245961,0.5836199991214412,-3.7124825781649693,4.161940206934894,-1.2319681231813693,1.798306810243293,68542.06038344235
-1.7159000260812718,4.919656484831375,4.662559640264611,-0.9040606097558403,2.740828124121676,3.7323504442427975,2.490315522832975,0.7584323164340008,-2.6502069020077523,-1.5655758207679704,68360.02654889572
-2.543532791973404,-3.570521300143436,-0.00439173912338342,-2.8783509248698786,-0.6175284612897061,-3.8417976855743188,-0.4601178883526851,-3.353873211212,-0.02698994325227355,-0.31269538326562873,18005.249895829216
-1.26593152496948,-2.4036934371192222,-1.9599816975622546,-2.974031423417968,-1.1846322032136305,2.537207167126959,-3.0251513725544283,-3.7887160242390854,-1.374313456397637,-0.638923087917366,21006.02104627502
-1.1699593829475878,-0.9728791990385828,-1.4927748498377449,-2.6150597383904186,3.4758129902058945,1.4994724571894995,1.2086356975234631,0.9394619725669955,4.391902434956467,-2.653003584675811,26165.05645021938
