x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,target
-4.4806494436706235,-9.744844671486243,3.0406134623814847,-6.69859807214896,-8.871701647118684,-1.4945303562095358,3.3966384037442072,8.18101182790111,-1.2408077915917275,4.061867931511799,396152.9471418056
-4.9407649704824586,8.096465386088077,1.887389251325187,7.766983935709707,7.196258676543511,3.474313646309744,-6.860536985734955,-4.243068627264139,9.200215576394672,9.599187154975905,790904.1842388415
1.5979570996421621,-9.755506391873878,-9.763902334530027,-0.9758776747935229,0.7562236064956007,0.9845958259717023,-9.793249972985102,-3.276956415528578,2.2013945297528252,4.47697455973743,470935.3294771072
8.276348692486113,-8.09037147969592,5.045883432489273,-8.137350294823678,-1.6313214247589798,9.511109151254619,3.661186953956129,7.831901656669096,5.825714576585867,7.060353957250033,542329.7403044899
-2.4341286715062083,1.8088236487872074,-2.690890642426176,-0.41938316382343643,6.6155053951315,-5.674370228435897,-4.391631537804495,-5.859163672022225,-2.485477471628867,8.329370562459026,318275.6586720133
3.790376243505664,5.339492560080918,6.668024248127491,0.7103669454415655,-3.8214500818298047,-9.642876437413593,8.558359998990742,-0.15763079393953916,-6.488898627481783,-1.565848513948012,483532.99353316845
9.004983084601143,3.0690400132974425,-2.0331599447335336,-7.2086017708679195,-3.957150442087314,2.434322034838738,-5.0150359543938405,7.04135415616906,-9.294459303205196,7.977680211304012,590780.8826398964
2.8770237203388316,-9.436906824593072,-3.323638014496302,-2.0114449112252686,2.002764703127795,-5.2396334758542125,2.702482022225059,-0.23576978823769856,-3.760722622736827,3.0966142904991862,97611.74990080816
-7.3499898457564905,6.259940472324189,4.007870945366998,9.500650784190057,-4.958111946979063,-0.10305857451634992,-0.1550450534048835,7.011077704453125,-9.259636215337421,-8.45722983985614,702421.9049043922
-4.332469171870179,-5.990038083867026,7.070032316729282,2.193864022664801,-9.484334298000565,4.159418270838383,7.937111904597312,6.959268934327866,5.497662755689415,7.503034206574782,522496.4235256602
4.281365265401869,2.9279888425681015,6.554440190519706,-4.440195665676782,3.260370220602624,-8.278892941068426,2.4035475681695377,-9.072455857710606,4.543103129215602,1.3099028145337428,372172.0695029414
0.647897431269735,-9.930350868935193,7.273701552635821,9.037408399291152,7.7700835680552025,-4.864918446558915,-5.103224579835588,-1.9446440411948025,-8.937226459856038,6.339744133562089,625773.7158459856
-6.548797944658384,-0.8890087084932023,-9.927338377698687,-8.559120620604016,-7.301338792106041,-5.569453651329262,1.9836056733853589,2.1087676268438322,2.750996866726652,0.15890404269574,314116.38954878814
-0.9509780721577741,-6.094039890117246,-5.528364240070873,0.643772170235124,0.3249474961618759,-9.555215531401117,6.879666681631907,-8.991377372985133,-8.335388430377188,-2.354674087807414,692921.2042968856
5.009401749847749,-8.21061867485923,8.298892753800875,0.1097666841848195,-3.2547846241202922,0.18360328892411637,-4.232209026334712,1.0372670263566235,6.597844322049749,-0.1722759129470397,176439.9023486447
-2.9479732841085564,5.885984769912909,9.150479656317522,0.43859338146998184,1.6880363010109551,0.9284590659680099,8.22457879027531,2.9491223567919533,1.4088374965041517,-9.402774425051629,523973.1309799452
7.690475640162163,-8.042697344666827,-2.289863618168715,-2.8001926221257705,6.093935192213067,4.354547968738768,1.3776769067117414,-5.300622475135166,1.2076823875730334,-2.852068629671754,94674.43213224177
