FEA Run,Global Fitness
1,3.9143859119733446
2,3.499886237874008
3,3.313458839102387
4,1.647319244166797
5,1.4998805856754263
6,0.9998797889428833
7,0.8998738286265144
8,0.8611975285421444
9,0.6998733458484693
10,0.5998733473777551
11,0.5998733459887212
12,0.5998733458469445
13,0.5998733458468144
14,0.5998733458468118
15,0.5998733458468111
16,0.599873345846811
17,0.599873345846811
18,0.599873345846811
19,0.599873345846811
20,0.599873345846811
21,0.599873345846811
22,0.599873345846811
23,0.599873345846811
24,0.599873345846811
25,0.599873345846811
26,0.599873345846811
27,0.599873345846811
28,0.599873345846811
29,0.599873345846811
30,0.599873345846811
31,0.599873345846811
32,0.599873345846811
33,0.599873345846811
34,0.599873345846811
35,0.599873345846811
36,0.599873345846811
37,0.599873345846811
38,0.599873345846811
39,0.599873345846811
40,0.599873345846811
41,0.599873345846811
42,0.599873345846811
43,0.599873345846811
44,0.599873345846811
45,0.599873345846811
46,0.599873345846811
47,0.599873345846811
48,0.599873345846811
49,0.599873345846811
50,0.599873345846811
